SERIAL_NO,NAME,SITE_CLASS,DIS_ACCESS,ACCESS_DSC,COMMENTS,MAINT_BY,DESCRIPTION,TYPE,SUBURB,REGION,LOCAL_GOV_AREA,LONGITUDE,LATITUDE,join_siteI,POSTCODE,POSTCODE_SUBURB,,EVENTS
573,Ben Nevis Picnic Area,BASIC,NONE,"From Beaufort, continue west along the Western Highway for 18km, turn off the Western Highway onto Buangor-Ben Nevis Road and continue on for 13km, then turn sharp right onto Mount Cole Road, continue on for 9.3kn then turn left onto McGuiness Road, then","Also a launch site for hang gliders due to good thermals, this site offers an excellent spot for picnics and great panoramic views. For the best views, from the carpark walk up the Management Vehicle Only Track under the powerlines for expansive views of",BEAUFORT,Large sheer mountain with clear take off and large landing paddocks below. Take-off is off a large granite outcrop (natural ground ramp) facing west. Sheer vertical drop of 500 feet.,Hang Glide,EVERSLEY,GRAMPIANS,ARARAT,143.200729,-37.2283,39ae637d-9102-49f0-b741-6b280055b033,3377,3377 - EVERSLEY,,https://freshlife.tk/hangglide/
574,Mt Emu,BASIC,NONE,"From the Kiewa valley Highway at Tawonga, follow Mountain Creek Rd (sealed) and Trapper Gap Rd (unsealed 2WD), and at Trappers Gap turn left onto Eskdale Spur Track (4WD only).  Follow Eskdale Spur Track north/west for approx. 12 km to the summit of Mt E","A clearing that incorporates a hang gliding launch pad, with views across the Kiewa Valley and the mountains to the south and west.",BRIGHT DEPOT,"SW & NW launches.Large open ground ramp situated within a treed slot in native State forest adjacent to the heli-pad on the summit of Mt Emu, overlooking the Kiewa Valley.",Hang Glide,MITTA MITTA,HUME,TOWONG,147.219265,-36.6719,7f16e925-c7c9-45bd-907a-e4ffc1d828c9,3701,3701 - MITTA MITTA,,https://freshlife.tk/hangglide/
575,Mount Elliot,BASIC,NONE,Head East from Corryong along the Murray Valley Highway (B400) for approximately 6kms. Turn Right staying on the B400  for approximately 2.4kms. Turn onto Fishers Track then travel for approximately 3.5kms to reach Mount Elliot summit. Please note Fisher,Mount Elliot offers spectacular views of the Corryong township and surrounding valleys.  This is a popular hang-gliding launch site and also offers picnic sites and limited tent/swag camping sites. A great place to observe from a high vantage point and e,CORRYONG,"Bring your hang-glider to the top of Mount Elliot for an amazing panoramic flight. The large open ground ramp with north and north east launches is a short walk from the car park, situated within a treed slot in native forest adjacent to a communications",Hang Glide,TOWONG,HUME,TOWONG,147.975,-36.1,7c3c27ba-2255-4c0a-b604-94ae63959a51,3707,3707 - TOWONG,,https://freshlife.tk/hangglide/
576,Murmungee Lookout,BASIC,NONE,From Beechworth head approx. 7 km south along the Buckland Gap Rd (towards Myrtleford/Gapsted) until you reach the Buckland Gap. Head East on Lady Newton Drive for approx. 2km to the site.,"An amazing view over the cropping and grazing lands of the Murmungee basin. Further South is the Ovens Valley, and on the horizon the Victorian Alps from Mt Buffalo to Mt Buller.",OVENS,Large open ground ramp situated within a treed slot in native forest adjacent to the Murmungee Lookout.,Hang Glide,MURMUNGEE,HUME,WANGARATTA,146.711814,-36.4188,0ad5e111-20d2-44d8-ad03-efa0736f65fc,3747,3747 - MURMUNGEE,,https://freshlife.tk/hangglide/
577,Gunyah Picnic Area,BASIC,NONE,"Located just 15km north east of Bendigo. From the centre of Bendigo head north out the Midland Hwy, turn right at Taylor St Epsom. Turn right over the train tracks then take a quick left onto Epsom -Barnadown Rd. Turn right into Harper Rd and continue al","Gunyah Picnic Area is the site of a former Forest Commission Eucalyptus Distillery. It is a good spot to relax, participate in a recreational pursuit or explore the history of the area. In spring you can enjoy a marvellous display of wildflowers. Wellsfo",BENDIGO CNR MIDLAND HWY & TAYLOR ST,The discovery of gold in Victoria in the 1850s started a gold rush which had profound and lasting impacts on the local landscape. Come try your luck fossicking or prospecting with a current Miner's Right.,Fossicking,LONGLEA,LODDON MALLEE,GREATER BENDIGO,144.414824,-36.7183,82e215ca-e0e5-4a00-9357-98d53b04311b,3551,3551 - LONGLEA,,https://freshlife.tk/fossicking/
578,Deptford,BASIC,NONE,"Access from Bairnsdale is along Deptford Rd but is 4WD only (deep river crossing). Access for 2WD is via Bruthen - turn onto Great Alpine Rd, then Engineers Rd and Deptford Rd.","Once a small mining village situated on the Nicholson River, Deptford provides opportunities for both day visitors and campers with good access to the Nicholson River, plenty of spots for a picnic and nearby walks.",BAIRNSDALE MAIN ST,"Once a small mining village situated on the Nicholson River, Deptford provides opportunities for both day visitors and campers with good access to the Nicholson River, plenty of spots for a picnic and nearby walks.",Fossicking,DEPTFORD,GIPPSLAND,EAST GIPPSLAND,147.697708,-37.5915,b860d407-5227-4b15-a0d9-eb5773b9d083,3875,3875 - DEPTFORD,,https://freshlife.tk/fossicking/
579,Kimbolton Picnic Area,BASIC,NONE,"The Kimbolton Picnic Area is located near Lake Eppalock, approximately 27 kms from Heathcote. Once in Heathcote head north west along the McIvor Highway towards Bendigo - at  Knowsley turn left onto Moorabee Road and then right onto the Knowsley-Eppalock","Walk around and enjoy nature or submerse yourself in history - this site has both! The flora diversity attracts a number of rare birds and other fauna. You may also find evidence of past gold mining activities scattered throughout the bush.
",BENDIGO CNR MIDLAND HWY & TAYLOR ST,During the 1850's and 60s' gold rush fever hit the Kimbolton area.  Come try your luck fossicking or prospecting with a current Miner's Right.,Fossicking,EPPALOCK,LODDON MALLEE,GREATER BENDIGO,144.493109,-36.8731,82e215ca-e0e5-4a00-9357-98d53b04311b,3551,3551 - EPPALOCK,,https://freshlife.tk/fossicking/
580,Brodies Campsite,BASIC,NONE,Access to Brodies Campsite is via well formed roads and is accessible by 2wd vehicles all year round.  Visitors can find Brodies Campsite by taking the Rocklands Rd north east out of Balmoral for approximately 10 km and turn left on to the Telangatuk Eas,Brodies Camping and Picnic Site is located on the northern edge of Rocklands Reservoir.  Surrounded by stringybark forest you will find plenty of room for camping both out in the open and further into the bush.  Brodies provides good access to the reserv,CAVENDISH,"With easy access to Rocklands Reservoir, this site offers a great experience for avid anglers to wet a line whether you're a day visitor or in for a few nights.",Fishing,ROCKLANDS,BARWON SOUTHWEST,SOUTHERN GRAMPIANS,141.993663,-37.2498,262abeb7-7cd3-44ea-abb5-14f80a355bfa,3401,3401 - ROCKLANDS,,https://freshlife.tk/fishing/
581,Henrys Campsite,VERY BASIC,NONE,"To access Henrys Campsite, take the Henty Hwy north out of Cavendish for approximately 27 km and turn left into Gartons Rd which then heads west 13 km into the the site.","Situated on the south eastern shores of Rocklands Reservoir, Henrys Campsite is situated in yellow and red gum open forest.  The campsite is generally accessible all year round by 4WD.",CAVENDISH,"Easy access to the banks of Rocklands Reservoir provide keen anglers with a myriad of options to try their luck. Best suited to those who wish to enjoy a more remote, or self sufficient site.",Fishing,ROCKLANDS,BARWON SOUTHWEST,SOUTHERN GRAMPIANS,142.041757,-37.3221,262abeb7-7cd3-44ea-abb5-14f80a355bfa,3401,3401 - ROCKLANDS,,https://freshlife.tk/fishing/
582,Wail Site 1 Campsite,VERY BASIC,NONE,Vehicle access to Wail Site 1 Campsite  is from the Western Highway at Wail via Plantation Tk and Ironbark Tk.  Wail Site 1 Campsite is located on Wimmera Track near the intersection of Ironbark and Wimmera Tks. Wail 1 Campsite is approximately 9km west,Wail Site 1 Campsite is situated on the banks of the Wimmera River and is surrounded by river redgum forest.  The site has basic camping facilities but no boat launching facilities.  Visitors to the site will enjoy the sounds and sites of local wildlife,HORSHAM NATIMUK RD,This site provides access along the banks of the Wimmera River whereby the avid angler will find ample sites to wet a line.,Fishing,WAIL,GRAMPIANS,HORSHAM,142.030389,-36.511,5e9e5f47-e85b-493e-9b39-e6b5f282bc61,3401,3401 - WAIL,,https://freshlife.tk/fishing/
583,Wail Site 4 Campsite,VERY BASIC,NONE,Vehicle access to Wail Site 4 Campsite  is from the Western Highway at Wail via Plantation Tk and Ironbark Tk.  From Wail via these tracks Wail Site 4 Campsite is approximately 9 km from Wail.,Wail Site 4 Campsite is situated on the banks of the Wimmera River and is surrounded by river redgum forest. The site has basic camping facilities but no boat launching facilities. Visitors to the site will enjoy the sounds and sites of local wildlife wh,HORSHAM NATIMUK RD,Wail Site 4 Campsite is situated on the banks of the Wimmera River and is surrounded by river redgum forest. The site has basic camping facilities but no boat launching facilities. Visitors to the site will enjoy the sounds and sites of local wildlife wh,Fishing,WAIL,GRAMPIANS,HORSHAM,142.015827,-36.5386,5e9e5f47-e85b-493e-9b39-e6b5f282bc61,3401,3401 - WAIL,,https://freshlife.tk/fishing/
584,Wail Site 5 Campsite,VERY BASIC,NONE,Vehicle access to Wail Site 5 Campsite  is from the Western Highway at Wail via Plantation Tk and Ironbark Tk.  From Wail via these tracks Wail Site 5 Campsite is approximately 10 km from Wail.,Wail Site 5 Campsite is situated on the banks of the Wimmera River and is surrounded by river redgum forest. The site has basic camping facilities but no boat launching facilities. Visitors to the site will enjoy the sounds and sites of local wildlife wh,HORSHAM NATIMUK RD,Wail Site 5 Campsite is situated on the banks of the Wimmera River and is surrounded by river redgum forest. The site has basic camping facilities but no boat launching facilities. Visitors to the site will enjoy the sounds and sites of local wildlife wh,Fishing,WAIL,GRAMPIANS,HORSHAM,142.01304,-36.544,5e9e5f47-e85b-493e-9b39-e6b5f282bc61,3401,3401 - WAIL,,https://freshlife.tk/fishing/
585,Big Bend,VERY BASIC,NONE,"Big Bend is located in the south west corner of the Wail State Forest approximately 12 km south west of the township of Wail. Follow sign posted tracks off the Western Highway via Plantation Track, Ironbark Track and Wimmera Track.","Located on the Wimmera River south of Dimboola and South West of Wail in the Wail State Forest, Big Bend Picnic and Camping Area is surrounded by majestic river red gums and offers a peaceful recreation experience suiting the over night camper and or day",HORSHAM NATIMUK RD,This site provides access along the banks of the Wimmera River whereby the avid angler will find ample sites to wet a line.,Fishing,WAIL,GRAMPIANS,HORSHAM,142.012649,-36.5515,5e9e5f47-e85b-493e-9b39-e6b5f282bc61,3401,3401 - WAIL,,https://freshlife.tk/fishing/
586,Spence Bridge,BASIC,NONE,"Spences Bridge Recreation Site is located 9 kms north of the Cohuna Township on Gunbower Creek. From Cohuna head north along the Cohuna-Koondrook Road. Turn right at Spences Bridge Road and enter Gunbower Island. Continue along Spences Bridge Track, ther","A tranquil quiet camp ground on Gunbower Creek for those who enjoy no frills camping. Basic facilities ( BBQs and Picnic tables) provided. Enjoy the sights and sounds of the surrounding river red gum forest. BBQs and picnic tables provided
",COHUNA,"Gunbower Island is a popular fishing destination. Note that a  current  NSW  Freshwater  Recreation  Fishing  Licence   is  required  when fishing in the  Murray  River, while a  Victorian   Recreational  Fishing  Licence  is  required  for  fishing  in",Fishing,COHUNA,LODDON MALLEE,GANNAWARRA,144.180647,-35.7413,f3aaef44-43be-4557-b572-5de293dd1d85,3568,3568 - COHUNA,,https://freshlife.tk/fishing/
587,Goat Island,BASIC,NONE,"Goat Island Recreation Site is located 10.5 kms north of the Cohuna Township. From Cohuna head north along the Cohuna-Koondrook Road. Turn right at Spences Bridge Road and enter Gunbower Island. Continue past Spences Bridge Recreation Site, vear left ont","A tranquil quiet camp ground on Gunbower Creek for those who enjoy no frills camping. Basic facilities ( BBQs and Picnic tables) provided. Enjoy the sights and sounds of the surrounding river red gum forest. BBQs and picnic tables provided 
",COHUNA,"Gunbower Island is a popular fishing destination. Note that a  current  NSW  Freshwater  Recreation  Fishing  Licence   is  required  when fishing in the  Murray  River, while a  Victorian   Recreational  Fishing  Licence  is  required  for  fishing  in",Fishing,COHUNA,LODDON MALLEE,GANNAWARRA,144.181207,-35.728,f3aaef44-43be-4557-b572-5de293dd1d85,3568,3568 - COHUNA,,https://freshlife.tk/fishing/
